SampleID;x1;x2;y; 
1;1;0;0.06;
2;1;0;0.33;
3;1;0;0.08;
4;1;0;0.13;
5;1;0;0.17;
6;0;0;0.02;
7;0;0;0.02;
8;0;0;0.02;
9;0;0;0.01;
10;0;0;0.01;
11;0;1;0.04;
12;0;1;0.02;
13;0;1;0.04;
14;0;1;0.01;
15;0;1;0.04;
16;1;1;0.12;
17;1;1;0.11;
18;1;1;0.11;
19;1;1;0.09;
20;1;1;0.09;
21;0;0;0.25;
22;0;0;0.41;
23;0;0;0.59;
24;0;0;0.5;
25;0;0;0.35;
26;1;0;0.4;
27;1;0;0.27;
28;1;0;0.61;
29;1;0;0.51;
30;1;0;0.65;
31;0;1;0.12;
32;0;1;0.52;
33;0;1;0.63;
34;0;1;0.42;
35;0;1;0.29;
36;1;1;2.34;
37;1;1;2.16;
38;1;1;1.26;
39;1;1;1.2;
40;1;1;0.66;
