SampleID;x1;x2;y; 
1;1;0;0.12;
2;1;0;0.31;
3;1;0;0.11;
4;1;0;0.17;
5;1;0;0.18;
6;0;0;0.01;
7;0;0;0.01;
8;0;0;0.02;
9;0;0;0.01;
10;0;0;0.01;
11;0;1;0.05;
12;0;1;0.03;
13;0;1;0.04;
14;0;1;0.29;
15;0;1;0.16;
16;1;1;0.07;
17;1;1;0.1;
18;1;1;0.09;
19;1;1;0.1;
20;1;1;0.04;
21;0;0;0.41;
22;0;0;0.32;
23;0;0;0.58;
24;0;0;0.52;
25;0;0;0.57;
26;1;0;0.57;
27;1;0;0.58;
28;1;0;0.71;
29;1;0;0.68;
30;1;0;0.81;
31;0;1;0.58;
32;0;1;1.62;
33;0;1;1.22;
34;0;1;1.94;
35;0;1;1.04;
36;1;1;0.86;
37;1;1;0.92;
38;1;1;1.52;
39;1;1;1.18;
40;1;1;1.71;
