SampleID;x1;x2;y; 
1;1;0;0.25;
2;1;0;0.83;
3;1;0;0.26;
4;1;0;0.41;
5;1;0;0.43;
6;0;0;0.05;
7;0;0;0.05;
8;0;0;0.07;
9;0;0;0.04;
10;0;0;0.04;
11;0;1;0.13;
12;0;1;0.08;
13;0;1;0.13;
14;0;1;0.46;
15;0;1;0.3;
16;1;1;0.26;
17;1;1;0.28;
18;1;1;0.27;
19;1;1;0.25;
20;1;1;0.17;
21;0;0;0.89;
22;0;0;1.07;
23;0;0;1.48;
24;0;0;1.31;
25;0;0;1.24;
26;1;0;1.31;
27;1;0;1.19;
28;1;0;1.73;
29;1;0;1.53;
30;1;0;1.9;
31;0;1;0.95;
32;0;1;2.62;
33;0;1;2.34;
34;0;1;2.89;
35;0;1;1.71;
36;1;1;3.48;
37;1;1;3.42;
38;1;1;3.21;
39;1;1;2.71;
40;1;1;2.8;
