SampleID;x1;x2;y;RandomEffect
1;7;14.15483871;0.001074;3043
2;4.28;13.20967742;0.002836834;3043
3;5.666666667;12.8516129;0.00117636;3043
4;4;15.29354839;0.00139429;3043
5;3.677777778;13.76451613;0.00444881;3043
6;5.3;14.55806452;0.004055;3043
7;18;15.22903226;0.001999;3043
8;4;17.01290323;0.00625188;3043
9;3;17.05806452;0.00146987;3043
10;4;19.73548387;0.048945;2756
11;5.125;18.12258065;0.03305484;1463
12;6;9.38;0.02898813;1003
13;6.833333333;16.46451613;0.036975735;1003
14;5;16.79032258;0.01157692;1003
15;6.5;12.24666667;0.03732226;1003
16;6.833333333;17.4483871;0.03629154;1003
17;6.25;17.16451613;0.021907465;1003
18;6;8.293333333;0.033670245;1003
19;6.2;13.40645161;0.03014171;1003
20;6.5;15.57419355;0.0123317;1003
21;7;17.23870968;0.018926;1003
22;22.33333333;18.42580645;2.2850307;1618
23;16.75;17.72903226;1.87269448;1618
24;22.66666667;13.8;1.34037827;1618
25;24;18.08064516;0.04416808;1618
26;26.33333333;10.49;0.0910467;1618
27;19.66666667;16.70645161;0.07234498;1618
28;16.25;16.56129032;0.08536877;1618
29;21.25;18.72580645;0.045984;1618
30;15.75;18.19354839;0.17487634;1618
31;15.5;20.00967742;0.13175662;1618
32;12;15.96129032;0.011614;1852
33;12;18.53225806;0.043881;1852
34;20;10.01;0.19038508;1852
35;16;16.33548387;0.17831498;1852
36;19;16.47096774;0.0329927;1852
37;17;13.03666667;0.11200403;1852
38;14.55555556;17.64193548;0.0938292;1852
39;14.21428571;17.49677419;0.063408105;1852
40;13;18.7516129;0.059764;1852
41;17.33333333;16.51935484;0.058591;1852
42;16.45454545;15.60967742;0.11379258;1852
43;16;18.06129032;0.03502517;1852
44;12;8.306666667;0.0090593;2116
45;15.8;15.49032258;0.030364705;2116
46;17.2;15.73870968;0.01617618;2116
47;10;11.20333333;0.0334109;2116
48;17.4;16.19354839;0.1044581;2116
49;19.28571429;15.89677419;0.0364448;2116
50;13.8;18.41935484;0.043447;2116
51;9;17.4516129;0.05608;2116
52;14;18.80645161;0.02164;2116
53;14.8;14.29677419;0.0136314;2116
54;16;20.40322581;0.03329383;2116
55;13.66666667;15.88387097;0.13048035;2116
56;15.6;18.52903226;0.07607347;2116
57;15;18.35483871;0.582704693;596
58;11;17.88709677;3.933650655;596
59;24.2;17.72903226;1.336318;596
60;19.25;17.71290323;0.09798423;596
61;30.5;15.5;0.48905268;596
62;26;19.07741935;0.028353607;596
63;18;14.59677419;0.0795083;596
64;17.83333333;18.17741935;0.58206291;596
65;12;15.32580645;0.11912495;596
66;6;19.28064516;0.014061;1116
67;8;16.31290323;0.012312;786
68;9;18.39354839;0.055155;1125
69;11;19.37419355;0.056778;3080
70;8.571428571;9.843333333;0.02063043;2233
71;4;17.12258065;0.0254145;2233
72;2.6;17.20645161;0.012737365;2233
73;4.714285714;12.82666667;0.01683192;2233
74;4;17.7;0.0658805;2233
75;5;17.78387097;0.01545912;2233
76;6;17.95483871;0.022403;537
77;7.5;16.01290323;0.053371;3162
78;5;16.19032258;0.03693118;995
79;5;16.95483871;0.007219;995
80;11;18.3;0.05379;1843
81;4.666666667;13.19677419;0.00677305;3077
82;6;14.12580645;0.002153;3077
83;9;18.30967742;0.048132;1896
84;12.33333333;18.6483871;0.062221;1844
85;11;18.6483871;0.094961;1864
86;2.6;10.27096774;0.00043444;2946
87;2.88;12.26774194;0.002926375;2946
88;1.5;11.87419355;0.00090406;2946
89;2.314285714;11.16451613;0.000488085;2946
90;4;11.56774194;0.000453;2946
91;10;18.22580645;0.063086;1893
92;10;15.37096774;0.01661955;1893
93;10;16.00967742;0.003284;3117
94;3;19.47419355;0.002241;3384
95;5;18.18387097;0.146094;1859
96;9;15.87419355;0.00235981;1400
97;7;15.45483871;0.00057536;1400
98;10;17.83548387;0.03821808;1400
99;8;17.94193548;0.035198;1400
100;13;11.72;0.01639247;1400
101;12.33333333;15.45806452;0.07188092;1400
102;10;17.69354839;0.0571303;1400
103;9;18.23870968;0.107157;1391
104;7;16.82903226;0.0600036;1391
105;22;16.32903226;0;1394
106;17;17.35483871;1.050258;1394
107;17.5;17.27096774;0.0082437;1394
108;10.5;18.23870968;0.010775;1394
109;19;11.7;0.883854;3222
110;20;14.12;1.655992;3222
111;17;18.51935484;1.29806471;3222
112;28;18.09677419;0.440971;1677
113;3;18.3516129;0.000697;3230
114;4;17.40322581;0.00510581;3230
115;3;19.02580645;0.07591972;3230
116;4.1;14.67096774;0.001149;3770
117;4.1;10.33333333;0;3770
118;4;15.87419355;0.0027;3770
119;12;14.91612903;0.145553999;3527
120;10;15.38709677;0.129744002;3527
121;5;10.89354839;0;3580
122;4;11.6;0;3580
123;3;6.616666667;0;3580
124;5;13.5483871;0;3580
125;3;13.16129032;0;3580
126;6;7.25;0;3580
127;4;12.18387097;0;3580
128;18.5;11.23333333;0.21236724;3521
129;16;18.59032258;0.053821;3521
130;12.28571429;11.22666667;0.684003;3521
131;13;16.86451613;2.0217555;3521
132;14;16.46451613;0.014395;3521
133;8;12.97;0.146388;3521
134;11;16.2516129;0.068492;3521
135;10.5;18.97741935;0.011282;3521
136;14;12.08;0.3843752;3561
137;16;16.7516129;0.6379453;3561
138;10;18.32580645;0.39725135;3561
139;8.5;12.79333333;0.065922;3561
140;10;19.06129032;0.026498338;3561
141;6;16.9483871;0.5613395;3561
142;8;9.451612903;1.00E-04;4138
143;2;8.622580645;0;4138
144;5;13.87419355;0;4138
145;3;5.456666667;0.00057;4138
146;5;9.319354839;0.00133;4138
147;4;14.33548387;0.000805514;4138
148;15;10.17096774;0.000581777;4138
149;4;9.658064516;0.002444404;4138
150;4;8.41;0;4137
151;3;5.756666667;0;4137
152;2.333333333;5.796666667;0;4137
153;4.333333333;6.836666667;0;4137
154;3.333333333;6.466666667;0;4137
155;3.333333333;11.05806452;0;4137
156;5;13.11612903;0;4137
157;2.666666667;11.81935484;0;4137
158;3.333333333;11.55483871;0;4137
159;4;11.51935484;0;4137
160;2;11.37419355;0;4137
161;2.333333333;9.538709677;0;4137
162;2.333333333;11.95483871;0;4137
163;3.666666667;13.43225806;0;4137
