SampleID;x1;x2;y;RandomEffect
1;no addition;control;8.29;1
2;no addition;control;18.71;2
3;no addition;control;53.21;3
4;NaH2PO4 addition [18.4 ± 6.4µg l-1];control;63.99;1
5;NaH2PO4 addition [18.4 ± 6.4µg l-1];control;2.81;2
6;NaH2PO4 addition [18.4 ± 6.4µg l-1];control;52.48;3
7;no addition;hydropeaking;8.45;1
8;no addition;hydropeaking;0;2
9;no addition;hydropeaking;48.92;3
10;NaH2PO4 addition [18.4 ± 6.4µg l-1];hydropeaking;18.14;1
11;NaH2PO4 addition [18.4 ± 6.4µg l-1];hydropeaking;20.38;2
12;NaH2PO4 addition [18.4 ± 6.4µg l-1];hydropeaking;0;3
13;no addition;control;15.6;1
14;no addition;control;27.4;2
15;no addition;control;48.1;3
16;NaH2PO4 addition [18.4 ± 6.4µg l-1];control;90;1
17;NaH2PO4 addition [18.4 ± 6.4µg l-1];control;94.7;2
18;NaH2PO4 addition [18.4 ± 6.4µg l-1];control;54.4;3
19;no addition;hydropeaking;37.7;1
20;no addition;hydropeaking;20.6;2
21;no addition;hydropeaking;5.3;3
22;NaH2PO4 addition [18.4 ± 6.4µg l-1];hydropeaking;5.8;1
23;NaH2PO4 addition [18.4 ± 6.4µg l-1];hydropeaking;10.8;2
24;NaH2PO4 addition [18.4 ± 6.4µg l-1];hydropeaking;9.2;3
