SampleID;x1;x2;y;RandomEffect
1;2;2;0.245754531;left
2;2;2;0.120157143;left
3;2;2;0.1630987;left
4;2;1;0.293808869;right
5;2;1;0.203771949;right
6;2;1;0.437773318;right
7;2;1;0.186676283;left
8;2;1;0.285428729;left
9;2;1;0.182999394;left
10;2;2;0.300015386;right
11;2;2;0.235048785;right
12;2;2;0.214867505;right
13;1;1;0.026388422;left
14;1;1;0.041148677;left
15;1;1;0.037855439;left
16;1;1;0.091870409;right
17;1;1;0.099692248;right
18;1;1;0.070649303;right
19;1;2;0.092013971;left
20;1;2;0.039502099;left
21;1;2;0.237959743;left
22;1;2;0.059788615;right
23;1;2;0.034875015;right
24;1;2;0.052236066;right
