SampleID;x1;x2;y;RandomEffect
A1;10.26666667;2.001666667;0.290086667;no
A2;12.26666667;2.802333333;56552.49905;no
A3;14.86666667;2.402;17521.37678;yes
A4;23.25;2.802333333;0.574416667;no
A5;24.68333333;1.601333333;59194.72707;yes
A6;36.66666667;2.802333333;2194.206587;no
A7;38.45;2.001666667;24160.12664;yes
B1;16.33333333;22.01833333;0.568178333;no
B2;18.46666667;21.618;46500.5662;no
B3;20.86666667;20.417;0.211251667;yes
B4;24.03333333;22.819;43802.74093;no
B5;28.63333333;20.417;0.354915;yes
B6;36.58333333;23.61966667;45581.89447;no
B7;44.15;22.819;20955.64446;yes
C1;16.78333333;42.83566667;21986.1636;no
C2;23.78333333;47.23933333;0.577611667;no
C3;20.38333333;43.63633333;0.301486667;yes
C4;27.26666667;53.24433333;56038.32739;no
C5;28.3;45.23766667;29183.23329;yes
C6;36.26666667;43.63633333;45934.2433;no
C7;47.65;52.844;46682.90603;yes
