SampleID;x1;x2;y;RandomEffect
107000557;0.030015565;4.6;1.825;2006
107000576;0.026328508;7;2.247;2006
107000578;0.065832695;5.2;2.586;2007
107000591;0.02474834;5.27;2.059;2005
107000598;0.1;6.22;2.195;2009
107000675;0.03738968;3.22;1.723;2008
107000675;0.024537651;3.22;1.616;2006
107000753;0.6325;6.88;2.525;2009
107000771;0.102;6.28;2.284;2009
107000820;0.2025;6.61;2.175;2009
107000826;0.14;5.92;1.78;2009
107000832;0.22;7;2.409;2009
107000843;0.4325;7;2.264;2009
107000847;0.15;7;2.992;2009
107000871;0.1125;2;1.904;2009
107000999;0.17;7;2.429;2009
107001019;0.026328508;5.85;1.838;2012
107001019;0.01842767;5.85;1.714;2007
107001019;0.045;5.85;1.845;2009
107001045;0.08;4.6;1.832;2009
107001045;0.027908675;4.6;1.74;2012
107001045;0.026328508;4.6;1.818;2007
107001051;0.1075;6.11;1.929;2009
107001051;0.09216882;6.11;2.08;2012
107001059;0.13009284;3.64;2.069;2012
107001059;0.2225;3.64;1.993;2009
107001063;0.045290518;5.94;2.083;2012
107001063;0.0775;5.94;2.023;2009
107001064;0.0542448;5.23;2.207;2012
107001082;0.064252528;4.88;2.455;2007
107001101;0.02474834;6.52;2.39;2012
107001107;0.0375;7;2.61;2009
107001117;0.192246095;5.25;2.085;2006
107001130;0.04;6.62;2.311;2009
107001487;0.02474834;4.08;2.259;2012
107001487;0.06;4.08;1.958;2008
107001487;0.0475;4.08;2.188;2006
107001490;0.009583333;3.38;1.718;2008
107001490;0.013125;3.38;2.38;2006
107001492;0.02896212;5.24;2.175;2012
107001494;0.0331759;6.32;2.564;2012
107001502;0.086666667;7;2.059;2009
107001502;0.03738968;7;2.444;2012
107001542;0.018333333;5.65;1.991;2008
107001549;0.231666667;4.91;2.34;2008
107001598;0.02474834;6.82;2.393;2012
107001598;0.04;6.82;2.205;2009
107001604;0.06;5.12;1.945;2009
107001606;0.03738968;4.29;1.817;2012
107001606;0.0725;4.29;1.885;2009
107001628;0.04160346;5.75;2.25;2012
107001628;0.056666667;5.75;1.818;2009
107001630;0.092695543;6.69;2.164;2012
107001630;0.195;6.69;2.037;2009
107001638;0.099016213;6.54;2.087;2012
107001638;0.195;6.54;2.218;2009
107001647;0.075;4.98;1.748;2009
107001647;0.02474834;4.98;1.852;2012
107001670;0.12;6.96;2.15;2009
107001883;0.085;7;2.586;2007
107001933;0.07;6.53;2.25;2008
107001933;0.07;6.53;2.429;2005
107001941;0.12;6.91;2.1;2005
107001953;0.51;6.92;2.369;2005
107001953;0.11;6.92;2.092;2008
107001956;0.09;6.97;2.233;2005
107001995;0.43;6.14;1.968;2006
107001996;0.41;6.29;2.3;2006
107002006;0.32;3.46;2.018;2007
107002014;0.36;1.83;1.689;2007
107002016;0.465;4.55;2.162;2007
107002159;0.075;6.32;2.053;2009
107002204;0.055;5.9;2.409;2009
107002207;0.055;6.88;2.39;2007
107002235;0.065;6.95;2.245;2009
107002279;0.175;6.3;2.419;2009
107002323;0.22;7;2.347;2007
107002356;0.26;5.83;2.558;2007
107002363;0.186666667;6.41;2.493;2004
107003117;0.1375;4.3;2.15;2009
107003190;0.034285714;1.27;1.929;2007
107003191;0.013214286;4.16;2.114;2007
107003290;0.193333333;6.43;2.082;2006
107003291;0.66;4.99;2.55;2006
107003292;0.226;4.59;2.433;2006
107003294;0.21;6.17;2.183;2006
107003296;0.412;6.36;2.771;2007
107003297;0.17;6.37;2.186;2006
107003315;0.233333333;7;2.389;2009
107003315;0.029488843;7;2.263;2012
107003318;0.115;5.92;2;2009
107003318;0.023168173;5.92;2.036;2012
107003324;0.086666667;6.83;2.136;2009
107003324;0.03738968;6.83;2.314;2012
107003325;0.096666667;6.83;2.25;2009
107003325;0.02896212;6.83;2.094;2012
107003327;0.04581724;6.98;2.06;2012
107003327;0.19875;6.98;2.285;2009
107003334;0.134285714;6.59;2.061;2009
107003334;0.023168173;6.59;2.016;2012
107003336;0.05003102;7;2.295;2012
107003336;0.246666667;7;2.354;2009
107003344;0.336041338;6.26;2.353;2012
107003344;0.6625;6.26;2.305;2009
107003347;0.19625;6.75;2.162;2007
107003350;0.1575;5.14;2.053;2009
107003350;0.03949657;5.14;2.282;2012
107003353;0.0725;4.99;2.035;2009
107003361;0.05;4.74;1.888;2007
107003374;0.1275;7;2.371;2009
107003377;0.086666667;2.82;1.864;2009
107003393;0.0675;4.36;2.031;2009
107003396;0.03;1.03;2.067;2004
107003411;0.04;7;2.317;2009
107003417;0.1175;6.8;2.163;2009
107003419;0.068571429;5.82;2.359;2007
107003420;0.065714286;5;2.108;2007
107003425;0.081333333;6.47;2.408;2008
107003437;0.0475;7;2.255;2008
107003439;0.057931858;6.98;2.1;2012
107003439;0.057931858;6.98;2.109;2012
107003439;0.45625;6.98;2.105;2009
107003466;0.0625;5.37;2.059;2009
107003467;0.0975;7;2.281;2009
107003470;0.19;6.91;2.374;2009
107003473;0.065;6.41;1.915;2008
107003570;0.0425;5.72;2.242;2009
107003579;0.103333333;3.81;1.983;2009
107003584;0.06;3.75;2.342;2009
107003585;0.15;5;2.096;2009
107003586;0.156;5.29;2.19;2009
107003635;0.293333333;3.9;2.412;2009
107003639;0.158;5.13;2.072;2009
107003640;0.173333333;2.98;2.214;2009
107003654;0.03;3.31;2.242;2008
107003691;0.09;3.49;1.872;2006
107003703;0.11;5.19;2.015;2004
107003704;0.1325;3.1;2.239;2007
107003713;0.1125;4.91;2.356;2007
107003722;0.12;6.56;2.63;2008
107003733;0.2625;3.44;2.14;2009
107003869;0.318;6.62;2.204;2008
107003870;0.265;6.74;2.5;2007
107003882;0.113333333;6.96;2.137;2008
107003892;0.048;5.36;1.717;2009
107003907;0.08;3.37;1.885;2009
107003919;0.07;3.5;1.867;2006
107003921;0.33;5.78;2.3;2006
107003939;0.1075;6.44;2.35;2009
107003941;0.195;3.06;2.284;2009
107003952;0.13;6.94;2.112;2006
107003978;0.098;4.21;2.29;2009
107004330;0.074;5.64;2.088;2007
107004340;0.212;5.23;2.069;2009
107004350;0.105;7;2.009;2007
107004354;0.23;3.23;1.971;2007
107004358;0.08;4.5;2.294;2009
107004362;0.06;6.05;2.059;2009
107004363;0.0525;4.9;2.229;2009
107004377;0.21;5.7;2.444;2009
107004728;0.043333333;6.08;2.158;2006
107004730;0.1;6.95;2.134;2009
107004743;0.03;6.82;2.185;2009
107004748;0.0825;7;2.269;2006
107004771;0.105;6.94;2.279;2009
107004883;0.12;7;2.22;2009
107004911;0.0475;7;2.225;2009
107004913;0.04;5.55;2.425;2009
107004922;0.095;3.91;2.167;2009
107004938;0.241818182;3.78;2.04;2009
107004980;0.27;5.5;2.1;2009
107004983;0.18;6.17;2.121;2009
107005011;0.183333333;7;2.508;2009
107005025;0.093333333;5.54;2.174;2009
107005026;0.1075;7;2.625;2009
107005029;0.3;6.39;2.412;2009
107005031;0.14;7;2.21;2006
107005033;0.09;6.37;2.078;2009
107005037;0.15;6.97;2.217;2005
107005038;0.3925;6.97;2.249;2009
107005055;0.1475;5.74;2.693;2012
107005055;0.1475;5.74;1.967;2009
107005056;0.1975;6.33;2.103;2009
107005059;0.2575;5.6;2.333;2009
107005060;0.064252528;5.6;2.012;2004
107005064;0.1575;4.8;1.925;2009
107005065;0.3125;3.36;2.027;2009
107005066;0.24;6.27;2.142;2009
107005067;0.24;4.21;2.317;2009
107005069;0.4025;6.93;2.187;2009
107005070;0.1825;6.95;2.339;2009
107005083;0.365;6.5;2.544;2009
107005085;0.0975;5.84;2.194;2009
107005086;0.020323871;5.9;2.175;2008
107005086;0.020323871;5.9;2.315;2009
107005087;0.053333333;5.06;2.392;2007
107005101;0.113333333;6.31;2.387;2009
107005107;0.135;6.87;2.079;2009
107005108;0.08;7;2.3;2009
107005109;0.2025;3.98;2.111;2009
107005111;0.31;7;2.234;2009
107005112;0.1675;3.46;2.006;2009
107005112;0.1675;3.46;2.086;2012
107005113;0.096666667;6.64;2.053;2009
107005114;0.0475;6.75;2.308;2009
107005117;0.063333333;5.17;2.088;2009
107005120;0.1275;6.72;2.167;2009
107005121;0.095;6.54;2.258;2009
107005131;0.135;5;1.938;2009
