SampleID;x1;x2;y;RandomEffect
D0100012;39.291;100;0.706067844;2
D0100021;60;70;0.533974296;1
D0100022;107.58;70;0.663645686;2
D0100031;12.1;85;0.647007128;1
D0100032;20.579;95;0.680868701;2
D0100041;90;100;0.727966813;1
D0100042;56;100;0.695378607;2
D0100061;397;100;0.736376956;1
D0100062;388.21;95;0.637789258;2
D0100071;621;95;0.502252855;1
D0100072;555.2;95;0.583011551;2
D0100081;239;100;0.743591259;1
D0100082;438.4;95;0.772824261;2
D0100091;80;50;0.533024223;1
D0100092;122.07;20;0.569388073;2
D0100101;430;40;0.653333111;1
D0100102;353.54;30;0.604166311;2
D0100111;9;20;0.648061851;1
D0100112;16.147;25;0.569988761;2
D0100121;81;70;0.53071879;1
D0100122;67.309;75;0.683558745;2
D0100141;250;35;0.587605343;1
D0300011;59.5;90;0.70383329;1
D0300012;90.626;95;0.775279358;2
D0300013;89;100;0.669823341;3
D0300021;36.7;95;0.711849657;1
D0300022;79.24;95;0.767772126;2
D0300023;58;95;0.692479767;3
D0300031;6.2;100;0.798644988;1
D0300032;14.877;100;0.781248586;2
D0300033;12;100;0.633801934;3
D0300041;42.9;100;0.738093938;1
D0300042;294.72;100;0.646636854;2
D0300043;99;100;0.503640272;3
D0300051;11.2;90;0.722865324;1
D0300052;309.73;100;0.716363896;2
D0300053;68;100;0.676203929;3
D0300061;79.3;95;0.707039019;1
D0300062;301.68;80;0.812683321;2
D0300063;457;95;0.667807095;3
D0300071;24.4;80;0.761463683;1
D0300072;8.432;75;0.793457644;2
D0300073;8;70;0.653729674;3
D0300081;170;100;0.798732979;1
D0300082;108.57;100;0.760456065;2
D0300083;108;100;0.704244168;3
D0300101;47.8;50;0.749092683;1
D0300102;222.22;95;0.749208759;2
D0300103;72;30;0.601657156;3
D0300111;40.7;100;0.687997892;1
D0300112;66.091;100;0.638447177;2
D0300113;64;100;0.566053577;3
D0300121;229.2;100;0.859981223;1
D0300122;786.22;100;0.884885853;2
D0300123;300;100;0.77455436;3
D0300131;96;95;0.673976968;1
D0300132;680.73;90;0.763264736;2
D0300133;539;95;0.701800175;3
D0300141;59.5;85;0.6135894;1
D0300142;258.63;90;0.712864339;2
D0300143;157;95;0.642811249;3
D0300151;182;95;0.826615285;1
D0300152;452.06;85;0.852857164;2
D0300153;189;95;0.707521689;3
D0300161;146;60;0.574716106;1
D0300162;729.53;65;0.725428735;2
D0300163;251;50;0.557230509;3
D0300171;34.3;90;0.702538488;1
D0300172;210.62;95;0.868295717;2
D0300173;209;95;0.657007866;3
D0300181;15.2;100;0.542691361;1
D0300182;223.66;80;0.772651141;2
D0300183;169;90;0.52869666;3
D0300191;37.5;85;0.532131066;1
D0300192;32.164;80;0.580840822;2
D0300193;32;80;0.5369618;3
N1300241;40;55;0.659460992;1
N1300243;40;55;0.635569423;3
N1300251;60;10;0.642664293;1
N1300253;40;15;0.639867189;3
N1300261;50;0;0.687005276;1
N1300271;60;0;0.689613375;1
N1300273;70;0;0.58310874;3
N1300281;40;0;0.629644962;1
N1300291;50;10;0.614663681;1
N1300303;90;20;0.603837692;3
N1300321;120;30;0.628092755;1
N1300323;60;0;0.61867609;3
N1300341;90;0;0.717599834;1
N1300343;100;0;0.540208454;3
N1400021;20;45;0.596115757;1
N1400023;20;60;0.68570107;3
N1400061;20;60;0.683218675;1
N1400101;20;20;0.665130275;1
N1400103;20;20;0.613852095;3
N1400133;40;60;0.52944084;3
N1400211;30;90;0.781071126;1
N1400271;30;65;0.653408297;1
N1400272;20;50;0.669158576;2
N1400281;40;60;0.767874422;1
N1400283;40;50;0.627226519;3
N1400291;20;50;0.752065377;1
N1400292;70;50;0.662807479;2
N1400301;60;60;0.725139714;1
N1400303;90;40;0.726401459;3
N1400411;9;90;0.733506105;1
S0500021;9;10;0.706136358;1
S0500023;31;30;0.716942119;3
S0500031;9;35;0.715067776;1
S0500033;52;20;0.683977049;3
S0500041;9;10;0.758698268;1
S0500043;6;10;0.767323039;3
S0500051;6;40;0.729814732;1
S0500053;6;40;0.730757424;3
S0500061;15;10;0.718336989;1
S0500063;12;25;0.703192338;3
S0500071;15;60;0.716745281;1
S0500073;28;50;0.644895621;3
S0500081;9;0;0.758614372;1
S0500083;46;0;0.787508867;3
S0500101;12;30;0.808072854;1
S0500103;74;0;0.830539767;3
S0500111;3;0;0.751633928;1
S0500113;6;30;0.742534149;3
S0500121;9;10;0.757928386;1
