SampleID;x1;x2;y;RandomEffect ; 
107003893;0.022812;0.633891585;0;Typ 05;
107002644;0.185;0.633891585;0;Typ 05;
107003820;0.01;0.845706456;0;Typ 05;
107003820;0.01;0.845706456;0;Typ 05;
107003246;0.024747;0.868911114;0;Typ 05;
107001039;0.05525;0.900026694;0;Typ 05;
104000443;0.048951;0.645436444;1.36;Typ 05;
107002717;0.022499;0.633891585;1.64;Typ 05;
104001211;0.15532;0.755569421;8.75;Typ 05;
104000378;0.100736;0.623008854;10.8;Typ 05;
104000218;0.022672;0.677184608;16.43;Typ 05.1;
107002717;0.021134;0.633891585;17.46;Typ 05;
104000835;0.061136;0.974704607;18.4;Typ 05;
107002644;0.1925;0.633891585;18.45;Typ 05;
104001128;0.045988;0.452161617;19.86;Typ 09;
104000393;0.175409;0.693708754;20.99;Typ 05.1;
107001757;0.082857;0.973102426;21.11;Typ 05;
104000424;0.094397;0.757911197;24.83;Typ 05;
107003893;0.022812;0.633891585;27.34;Typ 05;
107003894;0.035312;0.633891585;27.88;Typ 05;
107002628;0.047222;0.822756686;28.24;Typ 05;
107002852;0.01993;0.906132861;29.49;Typ 05;
107001283;0.0165;0.920170121;30.81;Typ 05;
107002446;0.066667;0.667620922;32.48;Typ 05;
107002863;0.01993;0.906132861;35.2;Typ 05;
107002985;0.031168;0.892021548;35.8;Typ 05;
107001152;0.0375;0.937682812;36.17;Typ 05;
107001844;0.01;0.970257122;42.01;Typ 05;
107002915;0.021134;0.885999755;42.34;Typ 05;
104000840;0.045082;0.854735354;43.13;Typ 05;
104000166;0.021783;0.452161617;43.51;Typ 05.1;
104000422;0.164953;0.755569421;45.32;Typ 05;
107003781;0.075;0.845706456;47.45;Typ 05;
107001768;0.0625;0.973102426;51.84;Typ 05;
107002446;0.066667;0.667620922;53.59;Typ 05;
107003492;0.03;0.734176489;56.94;Typ 05;
104000421;0.095385;0.755569421;57.02;Typ 05;
107001352;0.021429;0.877003936;59.38;Typ 05;
107002902;0.071304;0.885999755;59.55;Typ 05;
104000395;0.13338;0.712625431;61.51;Typ 05;
107002858;0.046018;0.906132861;62.05;Typ 05;
107002803;0.048828;0.783044811;63.32;Typ 05;
107002914;0.0236;0.885999755;64.66;Typ 05;
104001216;0.299273;0.758017826;65.2;Typ 05;
107001686;0.045;0.966429531;67.83;Typ 05;
107002638;0.095385;0.868911114;69.1;Typ 05;
104000290;0.185288;0.854735354;70.45;Typ 05;
104001211;0.103412;0.755569421;70.91;Typ 05;
104000306;0.187429;0.988857794;72.63;Typ 05.1;
107003247;0.01993;0.868911114;78.57;Typ 05;
107002869;0.01993;0.906132861;79.41;Typ 05;
107002834;0.057843;0.906132861;79.62;Typ 05;
104001210;0.131774;0.636801035;81.25;Typ 09;
107002902;0.085752;0.885999755;82.48;Typ 05;
107003168;0.046667;0.868911114;84.83;Typ 05;
104000239;0.067558;0.875682212;90.35;Typ 05;
107002834;0.061671;0.906132861;91.41;Typ 05;
107002945;0.101807;0.885999755;97.29;Typ 05;
