SampleID;x1;x2;y;RandomEffect
pre_1_1_RIF;n;normal;5.6;1
pre_1_1_RUN;n;normal;4.833;1
pre_1_2_RIF;n;normal;4.125;2
pre_1_2_RUN;n;normal;3.6;2
pre_1_3_RIF;n;normal;5.333;3
pre_1_3_RUN;n;normal;3.714;3
pre_1_4_RIF;n;normal;5.286;4
pre_1_4_RUN;n;normal;5;4
pre_1_5_RIF;n;normal;5.556;5
pre_1_5_RUN;n;normal;4.125;5
pre_1_6_RIF;n;normal;5.273;6
pre_1_6_RUN;n;normal;5;6
pre_1_7_RIF;n;normal;5;7
pre_1_7_RUN;n;normal;4.167;7
pre_1_8_RIF;n;normal;6.375;8
pre_1_8_RUN;n;normal;3.5;8
pre_1_9_RIF;n;normal;5;9
pre_1_9_RUN;n;normal;3.875;9
pre_1_10_RIF;n;normal;5;10
pre_1_10_RUN;n;normal;5;10
pre_1_11_RIF;n;normal;6.125;11
pre_1_11_RUN;n;normal;5.429;11
pre_1_12_RIF;n;normal;5.8;12
pre_1_12_RUN;n;normal;4.4;12
normal-flow_1_1_RIF;y;normal;5.222;1
normal-flow_1_1_RUN;y;normal;5.083;1
normal-flow_1_2_RIF;n;normal;5.286;2
normal-flow_1_2_RUN;n;normal;4.667;2
normal-flow_1_3_RIF;y;normal;5;3
normal-flow_1_3_RUN;y;normal;5;3
normal-flow_1_4_RIF;n;normal;5.8;4
normal-flow_1_4_RUN;n;normal;4.25;4
normal-flow_1_5_RIF;n;normal;4.75;5
normal-flow_1_5_RUN;n;normal;4.778;5
normal-flow_1_6_RIF;y;normal;5.583;6
normal-flow_1_6_RUN;y;normal;5;6
normal-flow_1_7_RIF;n;normal;4.75;7
normal-flow_1_7_RUN;n;normal;5;7
normal-flow_1_8_RIF;y;normal;4.818;8
normal-flow_1_8_RUN;y;normal;5.667;8
normal-flow_1_9_RIF;n;normal;4.818;9
normal-flow_1_9_RUN;n;normal;5.2;9
normal-flow_1_10_RIF;y;normal;5;10
normal-flow_1_10_RUN;y;normal;5.286;10
normal-flow_1_11_RIF;y;normal;5.2;11
normal-flow_1_11_RUN;y;normal;5;11
normal-flow_1_12_RIF;n;normal;4.8;12
normal-flow_1_12_RUN;n;normal;4.556;12
normal-flow_2_1_RIF;y;normal;5.25;1
normal-flow_2_1_RUN;y;normal;5;1
