SampleID;x1;x2;y;RandomEffect
D0100012;39.291;100;0.171708506;2
D0100021;60;70;0.177283922;1
D0100022;107.58;70;0.134046329;2
D0100031;12.1;85;0.324264457;1
D0100032;20.579;95;0.047476968;2
D0100041;90;100;0.214780039;1
D0100042;56;100;0.210467822;2
D0100061;397;100;0.115935052;1
D0100062;388.21;95;0.074496178;2
D0100071;621;95;0.06516691;1
D0100072;555.2;95;0.082756793;2
D0100081;239;100;0.210979086;1
D0100082;438.4;95;0.061156299;2
D0100091;80;50;0.099132393;1
D0100092;122.07;20;0.085777919;2
D0100101;430;40;0.071584956;1
D0100102;353.54;30;0.078321285;2
D0100111;9;20;0.208263407;1
D0100112;16.147;25;0.026347447;2
D0100121;81;70;0.103609112;1
D0100122;67.309;75;0.134510106;2
D0100141;250;35;0.054404287;1
D0300011;59.5;90;0.173776875;1
D0300012;90.626;95;0.09458544;2
D0300013;89;100;0.181667377;3
D0300021;36.7;95;0.151509683;1
D0300022;79.24;95;0.085111385;2
D0300023;58;95;0.132316142;3
D0300031;6.2;100;0.089582374;1
D0300032;14.877;100;0.132428926;2
D0300033;12;100;0.175649542;3
D0300041;42.9;100;0.14299852;1
D0300042;294.72;100;0.091769494;2
D0300043;99;100;0.107583981;3
D0300051;11.2;90;0.047788761;1
D0300052;309.73;100;0.196255218;2
D0300053;68;100;0.220461594;3
D0300061;79.3;95;0.124959746;1
D0300062;301.68;80;0.103640025;2
D0300063;457;95;0.137688573;3
D0300071;24.4;80;0.033313809;1
D0300072;8.432;75;0.125709918;2
D0300073;8;70;0.118093274;3
D0300081;170;100;0.070808525;1
D0300082;108.57;100;0.052617656;2
D0300083;108;100;0.05962429;3
D0300101;47.8;50;0.137031081;1
D0300102;222.22;95;0.09281099;2
D0300103;72;30;0.152648887;3
D0300111;40.7;100;0.034013591;1
D0300112;66.091;100;0.070257137;2
D0300113;64;100;0.084697278;3
D0300121;229.2;100;0;1
D0300122;786.22;100;0.04074213;2
D0300123;300;100;0.07203581;3
D0300131;96;95;0.120002446;1
D0300132;680.73;90;0.094227925;2
D0300133;539;95;0.044292907;3
D0300141;59.5;85;0.110781709;1
D0300142;258.63;90;0.16272008;2
D0300143;157;95;0.069499737;3
D0300151;182;95;0.117910721;1
D0300152;452.06;85;0.027330171;2
D0300153;189;95;0.091978415;3
D0300161;146;60;0.137433779;1
D0300162;729.53;65;0.120204355;2
D0300163;251;50;0.039598384;3
D0300171;34.3;90;0.085067841;1
D0300172;210.62;95;0.14426606;2
D0300173;209;95;0.232864245;3
D0300181;15.2;100;0.128324737;1
D0300182;223.66;80;0.123974441;2
D0300183;169;90;0.130999305;3
D0300191;37.5;85;0.039044744;1
D0300192;32.164;80;0.081813812;2
D0300193;32;80;0.003365249;3
N1300241;40;55;0.057446538;1
N1300243;40;55;0.177845203;3
N1300251;60;10;0.239552538;1
N1300253;40;15;0.085294684;3
N1300261;50;0;0.213326013;1
N1300271;60;0;0.097349699;1
N1300273;70;0;0.021062347;3
N1300281;40;0;0.093857488;1
N1300291;50;10;0.048412121;1
N1300303;90;20;0.058463585;3
N1300321;120;30;0.085736761;1
N1300323;60;0;0.104634337;3
N1300341;90;0;0.06561973;1
N1300343;100;0;0.054972084;3
N1400021;20;45;0;1
N1400023;20;60;0;3
N1400061;20;60;0.056731248;1
N1400101;20;20;0.146275899;1
N1400103;20;20;0.111375249;3
N1400133;40;60;0.156931478;3
N1400211;30;90;0.113738654;1
N1400271;30;65;0.035413827;1
N1400272;20;50;0.061044323;2
N1400281;40;60;0.227107516;1
N1400283;40;50;0.034520884;3
N1400291;20;50;0.125549606;1
N1400292;70;50;0.043876249;2
N1400301;60;60;0.094672153;1
N1400303;90;40;0.052565246;3
N1400411;9;90;0.160823352;1
S0500021;9;10;0.127937735;1
S0500023;31;30;0.266564138;3
S0500031;9;35;0.148729721;1
S0500033;52;20;0.359473392;3
S0500041;9;10;0.265902663;1
S0500043;6;10;0.447063276;3
S0500051;6;40;0.212773277;1
S0500053;6;40;0.290707581;3
S0500061;15;10;0.434780528;1
S0500063;12;25;0.325197402;3
S0500071;15;60;0.263644905;1
S0500073;28;50;0.235020708;3
S0500081;9;0;0.330650502;1
S0500083;46;0;0.288969517;3
S0500101;12;30;0.392203323;1
S0500103;74;0;0.434460914;3
S0500111;3;0;0.267774974;1
S0500113;6;30;0.316844183;3
S0500121;9;10;0.379683045;1
