SampleID;x1;x2;y;RandomEffect ; 
NW_435156_10.05.2006;1.1;0.783044811;0.321279;T5;
HE_10217_14.04.2005;1.24;0.988857794;0.249689;T5.1;
NW_431000_02.05.2007;1.24;0.633891585;0.289616;T5;
NW_629145_28.09.2005;1.24;0.845706456;0.362217;T5;
NW_629145_03.05.2005;1.24;0.845706456;0.362217;T5;
NW_629145_28.03.2012;1.24;0.845706456;0.265787;T5;
NW_218558_27.03.2007;1.26;0.927939019;0.195854;T5;
NW_457670_25.05.2005;1.3;0.892021548;0.323474;T5;
NW_686141_02.05.2006;1.3;0.667620922;0.351137;T5;
NW_629133_29.09.2005;1.3;0.845706456;0.316445;T5;
NW_629133_03.05.2005;1.3;0.845706456;0.316445;T5;
NW_435260_11.05.2006;1.37;0.783044811;0.313054;T5;
NW_210407_02.05.2005;1.4;0.920170121;0.291789;T5;
NW_210407_16.04.2008;1.4;0.920170121;0.21154;T5;
NW_435302_24.05.2005;1.43;0.783044811;0.291892;T5;
NW_686530_19.03.2012;1.44;0.701344929;0.24216;T5;
NW_686530_24.04.2008;1.44;0.701344929;0.257426;T5;
HE_11108_13.03.2007;1.63;0.988857794;0.287539;T5.1;
NW_411309_08.05.2006;1.63;0.667620922;0.372833;T5;
NW_411309_16.04.2009;1.63;0.667620922;0.352713;T5;
NW_411309_19.06.2012;1.63;0.667620922;0.332943;T5;
HE_10807_10.04.2006;1.76;0.426626255;0.221574;T5.1;
NW_400105_02.05.2007;1.79;0.667620922;0.30194;T5;
NW_400208_02.05.2007;1.81;0.667620922;0.351832;T5;
HE_10233_10.04.2005;1.88;0.988857794;0.174539;T5.1;
NW_505407_23.04.2008;1.97;0.868911114;0.22816;T5;
NW_505407_08.07.2008;1.97;0.868911114;0.22816;T5;
NW_505407_21.03.2007;1.97;0.868911114;0.304212;T5;
NW_300329_20.04.2006;2.15;0.970257122;0.349276;T5;
NW_443487_11.07.2008;2.19;0.906132861;0.179902;T5;
NW_320274_11.06.2007;2.2;0.970257122;0.269608;T5;
NW_441703_23.04.2007;2.2;0.906132861;0.274235;T5;
NW_443657_11.07.2008;2.26;0.906132861;0.257083;T5;
NW_279201_13.05.2008;2.28;0.882126447;0.299118;T5;
NW_457206_16.05.2007;2.29;0.892021548;0.229392;T5;
NW_457206_26.03.2012;2.29;0.892021548;0.244968;T5;
NW_457206_29.04.2009;2.29;0.892021548;0.241381;T5;
NW_627604_18.10.2005;2.3;0.845706456;0.264162;T5;
NW_627604_12.05.2005;2.3;0.845706456;0.264162;T5;
NW_627604_12.05.2009;2.3;0.845706456;0.283238;T5;
NW_417609_29.05.2006;2.31;0.857146542;0.375893;T5;
NW_415704_04.07.2005;2.34;0.769657322;0.277395;T5;
NW_451903_04.06.2007;2.4;0.885999755;0.275876;T5;
NW_451903_19.03.2012;2.4;0.885999755;0.242527;T5;
NW_451903_27.04.2009;2.4;0.885999755;0.23535;T5;
NW_686499_08.05.2008;2.4;0.769657322;0.245183;T5;
NW_686499_25.04.2012;2.4;0.769657322;0.250237;T5;
NW_685781_03.05.2012;2.4;0.701344929;0.289967;T5;
NW_685781_08.05.2008;2.4;0.701344929;0.173952;T5;
NW_685781_19.05.2009;2.4;0.701344929;0.250057;T5;
NW_430924_26.04.2007;2.45;0.633891585;0.28018;T5;
NW_440504_29.04.2004;2.46;0.906132861;0.304964;T5;
NW_433007_19.04.2007;2.52;0.828025696;0.231713;T5;
NW_414207_24.04.2008;2.52;0.656287746;0.285934;T5;
NW_420001_24.05.2005;2.53;0.633891585;0.392538;T5;
NW_410019_07.05.2012;2.53;0.667620922;0.24508;T5;
NW_410019_08.05.2008;2.53;0.667620922;0.275591;T5;
NW_410019_13.05.2009;2.53;0.667620922;0.233412;T5;
NW_685549_19.06.2012;2.56;0.667620922;0.253041;T5;
