SampleID;x1;x2;y;RandomEffect ; 
NW_435156_10.05.2006;1.1;0.783044811;0.315858;T5;
HE_10217_14.04.2005;1.24;0.988857794;0.277983;T5.1;
NW_431000_02.05.2007;1.24;0.633891585;0.298116;T5;
NW_629145_28.09.2005;1.24;0.845706456;0.275559;T5;
NW_629145_03.05.2005;1.24;0.845706456;0.275559;T5;
NW_629145_28.03.2012;1.24;0.845706456;0.167607;T5;
NW_218558_27.03.2007;1.26;0.927939019;0.225746;T5;
NW_457670_25.05.2005;1.3;0.892021548;0.317994;T5;
NW_686141_02.05.2006;1.3;0.667620922;0.32366;T5;
NW_629133_29.09.2005;1.3;0.845706456;0.233978;T5;
NW_629133_03.05.2005;1.3;0.845706456;0.233978;T5;
NW_435260_11.05.2006;1.37;0.783044811;0.294572;T5;
NW_210407_02.05.2005;1.4;0.920170121;0.284862;T5;
NW_210407_16.04.2008;1.4;0.920170121;0.2087;T5;
NW_435302_24.05.2005;1.43;0.783044811;0.271997;T5;
NW_686530_19.03.2012;1.44;0.701344929;0.338482;T5;
NW_686530_24.04.2008;1.44;0.701344929;0.253502;T5;
HE_11108_13.03.2007;1.63;0.988857794;0.254396;T5.1;
NW_411309_08.05.2006;1.63;0.667620922;0.313991;T5;
NW_411309_16.04.2009;1.63;0.667620922;0.331423;T5;
NW_411309_19.06.2012;1.63;0.667620922;0.335272;T5;
HE_10807_10.04.2006;1.76;0.426626255;0.350914;T5.1;
NW_400105_02.05.2007;1.79;0.667620922;0.251487;T5;
NW_400208_02.05.2007;1.81;0.667620922;0.204373;T5;
HE_10233_10.04.2005;1.88;0.988857794;0.210455;T5.1;
NW_505407_23.04.2008;1.97;0.868911114;0.22914;T5;
NW_505407_08.07.2008;1.97;0.868911114;0.22914;T5;
NW_505407_21.03.2007;1.97;0.868911114;0.262771;T5;
NW_300329_20.04.2006;2.15;0.970257122;0.253179;T5;
NW_443487_11.07.2008;2.19;0.906132861;0.177605;T5;
NW_320274_11.06.2007;2.2;0.970257122;0.230363;T5;
NW_441703_23.04.2007;2.2;0.906132861;0.277384;T5;
NW_443657_11.07.2008;2.26;0.906132861;0.280463;T5;
NW_279201_13.05.2008;2.28;0.882126447;0.223366;T5;
