SampleID;x1;x2;y;RandomEffect
D0100012;39.291;100;0;2
D0100021;60;70;0.042145154;1
D0100022;107.58;70;0.041049299;2
D0100031;12.1;85;0.036429404;1
D0100032;20.579;95;0;2
D0100041;90;100;0.045894867;1
D0100042;56;100;0.0736186;2
D0100061;397;100;0.027962179;1
D0100062;388.21;95;0.008338222;2
D0100071;621;95;0.036368106;1
D0100072;555.2;95;0.023048228;2
D0100081;239;100;0.01459726;1
D0100082;438.4;95;0.016743374;2
D0100091;80;50;0.103109143;1
D0100092;122.07;20;0.057567991;2
D0100101;430;40;0.056679638;1
D0100102;353.54;30;0.08077529;2
D0100111;9;20;0;1
D0100112;16.147;25;0;2
D0100121;81;70;0.081012544;1
D0100122;67.309;75;0.019512654;2
D0100141;250;35;0.05545149;1
D0300011;59.5;90;0;1
D0300012;90.626;95;0;2
D0300013;89;100;0.005762725;3
D0300021;36.7;95;0;1
D0300022;79.24;95;0;2
D0300023;58;95;0;3
D0300031;6.2;100;0;1
D0300032;14.877;100;0;2
D0300033;12;100;0;3
D0300041;42.9;100;0;1
D0300042;294.72;100;0;2
D0300043;99;100;0;3
D0300051;11.2;90;0;1
D0300052;309.73;100;0.012012407;2
D0300053;68;100;0;3
D0300061;79.3;95;0.006852377;1
D0300062;301.68;80;0;2
D0300063;457;95;0.011693987;3
D0300071;24.4;80;0.004830785;1
D0300072;8.432;75;0;2
D0300073;8;70;0.004131468;3
D0300081;170;100;0;1
D0300082;108.57;100;0;2
D0300083;108;100;0;3
D0300101;47.8;50;0;1
D0300102;222.22;95;0;2
D0300103;72;30;0.004736859;3
D0300111;40.7;100;0;1
D0300112;66.091;100;0.028544276;2
D0300113;64;100;0;3
D0300121;229.2;100;0;1
D0300122;786.22;100;0;2
D0300123;300;100;0;3
D0300131;96;95;0.006243703;1
D0300132;680.73;90;0;2
D0300133;539;95;0.01348324;3
D0300141;59.5;85;0.000340907;1
D0300142;258.63;90;0.008703981;2
D0300143;157;95;0.006715461;3
D0300151;182;95;0;1
D0300152;452.06;85;0;2
D0300153;189;95;0;3
D0300161;146;60;0.000567655;1
D0300162;729.53;65;0.000361803;2
D0300163;251;50;0.016586145;3
D0300171;34.3;90;0.019687745;1
D0300172;210.62;95;0.000159644;2
D0300173;209;95;0;3
D0300181;15.2;100;0;1
D0300182;223.66;80;0;2
D0300183;169;90;0;3
D0300191;37.5;85;0;1
D0300192;32.164;80;0;2
D0300193;32;80;0;3
N1300241;40;55;0.053472333;1
N1300243;40;55;0.020651451;3
N1300251;60;10;0.031256924;1
N1300253;40;15;0.043254039;3
N1300261;50;0;0.055541293;1
N1300271;60;0;0.037240608;1
N1300273;70;0;0.065191037;3
N1300281;40;0;0.046719711;1
N1300291;50;10;0.060312089;1
N1300303;90;20;0.053810005;3
N1300321;120;30;0.037841509;1
N1300323;60;0;0.041411391;3
N1300341;90;0;0.054030057;1
N1300343;100;0;0.082629062;3
N1400021;20;45;0;1
N1400023;20;60;0;3
N1400061;20;60;0.036205474;1
N1400101;20;20;0.008911484;1
N1400103;20;20;0.012822606;3
N1400133;40;60;0.035933169;3
N1400211;30;90;0.024078309;1
N1400271;30;65;0.017727595;1
N1400272;20;50;0.015297515;2
N1400281;40;60;0.019089249;1
N1400283;40;50;0.011561284;3
N1400291;20;50;0.017766779;1
N1400292;70;50;0.011520232;2
N1400301;60;60;0.017699527;1
N1400303;90;40;0.011147895;3
N1400411;9;90;0.042418466;1
S0500021;9;10;0;1
S0500023;31;30;0;3
S0500031;9;35;0;1
S0500033;52;20;0;3
S0500041;9;10;0;1
S0500043;6;10;0;3
S0500051;6;40;0;1
S0500053;6;40;0;3
S0500061;15;10;0;1
S0500063;12;25;0;3
S0500071;15;60;0;1
S0500073;28;50;0;3
S0500081;9;0;0;1
S0500083;46;0;0;3
S0500101;12;30;0;1
S0500103;74;0;0;3
S0500111;3;0;0;1
S0500113;6;30;0;3
S0500121;9;10;0;1
