SampleID;x1;x2;y;RandomEffect ; 
NW_435156_10.05.2006;1.1;0.783044811;1.638;T5;
HE_10217_14.04.2005;1.24;0.988857794;1.826;T5.1;
NW_431000_02.05.2007;1.24;0.633891585;1.563;T5;
NW_629145_28.09.2005;1.24;0.845706456;1.719;T5;
NW_629145_03.05.2005;1.24;0.845706456;1.663;T5;
NW_629145_28.03.2012;1.24;0.845706456;1.588;T5;
NW_218558_27.03.2007;1.26;0.927939019;1.649;T5;
NW_457670_25.05.2005;1.3;0.892021548;1.559;T5;
NW_686141_02.05.2006;1.3;0.667620922;1.494;T5;
NW_629133_29.09.2005;1.3;0.845706456;1.732;T5;
NW_629133_03.05.2005;1.3;0.845706456;1.618;T5;
NW_435260_11.05.2006;1.37;0.783044811;1.642;T5;
NW_210407_02.05.2005;1.4;0.920170121;1.785;T5;
NW_210407_16.04.2008;1.4;0.920170121;1.667;T5;
NW_435302_24.05.2005;1.43;0.783044811;1.781;T5;
NW_686530_19.03.2012;1.44;0.701344929;1.546;T5;
NW_686530_24.04.2008;1.44;0.701344929;1.543;T5;
HE_11108_13.03.2007;1.63;0.988857794;1.8;T5.1;
NW_411309_08.05.2006;1.63;0.667620922;1.559;T5;
NW_411309_16.04.2009;1.63;0.667620922;1.538;T5;
NW_411309_19.06.2012;1.63;0.667620922;1.777;T5;
HE_10807_10.04.2006;1.76;0.426626255;1.585;T5.1;
NW_400105_02.05.2007;1.79;0.667620922;1.64;T5;
NW_400208_02.05.2007;1.81;0.667620922;1.675;T5;
HE_10233_10.04.2005;1.88;0.988857794;1.747;T5.1;
NW_505407_23.04.2008;1.97;0.868911114;1.712;T5;
NW_505407_08.07.2008;1.97;0.868911114;1.925;T5;
NW_505407_21.03.2007;1.97;0.868911114;1.717;T5;
NW_300329_20.04.2006;2.15;0.970257122;1.788;T5;
NW_443487_11.07.2008;2.19;0.906132861;1.775;T5;
NW_320274_11.06.2007;2.2;0.970257122;1.9;T5;
NW_441703_23.04.2007;2.2;0.906132861;1.597;T5;
NW_443657_11.07.2008;2.26;0.906132861;1.84;T5;
NW_279201_13.05.2008;2.28;0.882126447;1.808;T5;
NW_457206_16.05.2007;2.29;0.892021548;1.704;T5;
NW_457206_26.03.2012;2.29;0.892021548;1.59;T5;
NW_457206_29.04.2009;2.29;0.892021548;1.594;T5;
NW_627604_18.10.2005;2.3;0.845706456;1.979;T5;
NW_627604_12.05.2005;2.3;0.845706456;1.688;T5;
NW_627604_12.05.2009;2.3;0.845706456;1.674;T5;
NW_417609_29.05.2006;2.31;0.857146542;1.661;T5;
NW_415704_04.07.2005;2.34;0.769657322;1.814;T5;
NW_451903_04.06.2007;2.4;0.885999755;1.668;T5;
NW_451903_19.03.2012;2.4;0.885999755;1.594;T5;
NW_451903_27.04.2009;2.4;0.885999755;1.616;T5;
NW_686499_08.05.2008;2.4;0.769657322;1.576;T5;
NW_686499_25.04.2012;2.4;0.769657322;1.616;T5;
NW_685781_03.05.2012;2.4;0.701344929;1.626;T5;
NW_685781_08.05.2008;2.4;0.701344929;1.696;T5;
NW_685781_19.05.2009;2.4;0.701344929;1.772;T5;
NW_430924_26.04.2007;2.45;0.633891585;1.562;T5;
NW_440504_29.04.2004;2.46;0.906132861;1.923;T5;
NW_433007_19.04.2007;2.52;0.828025696;1.94;T5;
NW_414207_24.04.2008;2.52;0.656287746;1.562;T5;
NW_420001_24.05.2005;2.53;0.633891585;1.505;T5;
NW_410019_07.05.2012;2.53;0.667620922;1.564;T5;
NW_410019_08.05.2008;2.53;0.667620922;1.821;T5;
NW_410019_13.05.2009;2.53;0.667620922;1.796;T5;
NW_685549_19.06.2012;2.56;0.667620922;1.818;T5;
NW_685549_24.04.2008;2.56;0.667620922;1.556;T5;
NW_143250_02.04.2012;2.59;0.952726626;1.943;T5;
NW_143250_19.05.2009;2.59;0.952726626;1.873;T5;
NW_685768_03.05.2006;2.59;0.633891585;1.639;T5;
NW_300603_20.04.2006;2.64;0.970257122;1.86;T5;
NW_142852_05.05.2004;2.65;0.900026694;1.787;T5;
NW_142852_27.03.2012;2.65;0.900026694;1.867;T5;
NW_412107_02.08.2007;2.7;0.667620922;1.678;T5;
NW_412107_21.05.2012;2.7;0.667620922;1.654;T5;
HE_11053_12.03.2007;2.71;0.452161617;1.613;T5.1;
NW_442100_11.07.2008;2.77;0.906132861;1.767;T5;
NW_410032_02.05.2006;2.77;0.667620922;1.461;T5;
NW_410032_07.05.2012;2.77;0.667620922;1.483;T5;
NW_430602_18.05.2004;2.78;0.633891585;1.992;T5;
NW_430602_20.03.2012;2.78;0.633891585;1.782;T5;
NW_433950_08.05.2006;2.81;0.711189318;1.558;T5;
NW_272309_15.06.2005;2.87;0.966429531;1.684;T5;
NW_272309_16.04.2007;2.87;0.966429531;1.736;T5;
NW_272309_31.03.2004;2.87;0.966429531;1.715;T5;
NW_214759_07.05.2007;2.88;0.877003936;1.756;T5;
NW_210018_04.04.2005;2.9;0.920170121;1.674;T5;
NW_210018_28.04.2008;2.9;0.920170121;1.717;T5;
NW_440401_25.06.2007;2.9;0.906132861;1.675;T5;
NW_418961_03.07.2006;2.92;0.822756686;1.913;T5;
HE_10228_10.04.2005;2.93;0.988857794;1.865;T5.1;
HE_10228_23.04.2008;2.93;0.988857794;1.93;T5.1;
NW_435557_15.05.2006;2.94;0.783044811;1.523;T5;
NW_442306_11.07.2008;2.94;0.906132861;1.807;T5;
NW_630809_27.09.2005;2.95;0.845706456;1.623;T5;
NW_630809_25.04.2005;2.95;0.845706456;1.717;T5;
NW_630809_27.03.2012;2.95;0.845706456;1.577;T5;
NW_143200_11.06.2007;2.97;0.952726626;1.894;T5;
NW_210298_13.06.2005;3;0.920170121;1.867;T5;
NW_210298_23.03.2009;3;0.920170121;1.914;T5;
NW_410901_10.05.2006;3;0.667620922;1.476;T5;
NW_410755_05.05.2009;3.1;0.667620922;1.621;T5;
NW_410755_10.04.2012;3.1;0.667620922;1.583;T5;
NW_412508_10.05.2006;3.12;0.667620922;1.574;T5;
NW_412508_11.06.2012;3.12;0.667620922;1.855;T5;
NW_412508_14.04.2009;3.12;0.667620922;1.576;T5;
NW_287600_19.05.2007;3.16;0.973102426;1.877;T5;
NW_441806_18.04.2007;3.16;0.906132861;1.5;T5;
NW_281505_21.03.2007;3.17;0.973102426;1.919;T5;
NW_300354_25.04.2006;3.26;0.961462829;1.744;T5;
NW_686608_03.05.2007;3.28;0.769657322;1.643;T5;
NW_686608_07.05.2012;3.28;0.769657322;1.603;T5;
NW_415900_20.03.2012;3.32;0.769657322;1.531;T5;
NW_415900_23.04.2007;3.32;0.769657322;1.607;T5;
NW_505160_31.05.2005;3.36;0.868911114;1.917;T5;
NW_410408_19.04.2012;3.37;0.667620922;1.557;T5;
NW_410408_23.07.2007;3.37;0.667620922;1.669;T5;
NW_440000_21.06.2007;3.43;0.906132861;1.867;T5;
NW_289206_25.04.2007;3.44;0.973102426;1.746;T5;
NW_685800_08.05.2006;3.44;0.667620922;1.545;T5;
NW_685800_22.05.2012;3.44;0.667620922;1.654;T5;
NW_412909_09.04.2009;3.47;0.667620922;1.564;T5;
NW_412909_16.05.2006;3.47;0.667620922;1.585;T5;
NW_412909_22.05.2012;3.47;0.667620922;1.677;T5;
NW_440152_21.06.2007;3.48;0.906132861;1.804;T5;
NW_431606_03.05.2005;3.49;0.633891585;1.8;T5;
NW_284907_22.03.2007;3.52;0.973102426;2.072;T5;
HE_10346_13.04.2011;3.54;0.757911197;1.894;T5.1;
HE_10346_15.03.2005;3.54;0.757911197;1.886;T5.1;
NW_461003_05.06.2007;3.61;0.665762172;1.59;T5;
HE_11138_15.04.2007;3.63;0.755569421;1.907;T5.1;
NW_460205_18.06.2007;3.63;0.665762172;1.733;T5;
NW_410305_23.07.2007;3.63;0.667620922;1.76;T5;
NW_505419_21.03.2007;3.63;0.868911114;1.65;T5;
NW_432805_03.05.2007;3.65;0.828025696;1.791;T5;
NW_630408_22.09.2005;3.69;0.845706456;1.817;T5;
NW_630408_13.04.2005;3.69;0.845706456;1.577;T5;
NW_630408_28.03.2012;3.69;0.845706456;1.607;T5;
NW_418900_23.07.2008;3.7;0.816933827;1.685;T5;
NW_418900_28.06.2006;3.7;0.816933827;1.883;T5;
HE_11143_11.04.2007;3.83;0.758017826;1.889;T5.1;
HE_10765_18.04.2006;3.84;0.854735354;2.179;T5.1;
NW_441867_23.04.2007;3.85;0.906132861;1.758;T5;
NW_207159_06.04.2009;3.91;0.937682812;2.229;T5;
NW_685770_04.05.2006;3.91;0.633891585;1.593;T5;
NW_420300_25.05.2005;3.93;0.633891585;1.743;T5;
HE_10313_16.03.2005;3.95;0.637118659;1.856;T5.1;
HE_10313_23.04.2008;3.95;0.637118659;1.782;T5.1;
NW_685598_18.04.2007;3.95;0.769657322;1.779;T5;
NW_685598_19.05.2009;3.95;0.769657322;1.623;T5;
NW_685598_25.04.2012;3.95;0.769657322;1.669;T5;
NW_505729_25.05.2005;3.96;0.868911114;1.947;T5;
HE_10371_11.03.2005;3.97;0.765717038;1.843;T5.1;
HE_10371_14.04.2011;3.97;0.765717038;1.909;T5.1;
NW_419400_03.07.2008;3.97;0.868911114;1.921;T5;
NW_419400_04.07.2006;3.97;0.868911114;1.834;T5;
HE_11137_15.04.2007;3.99;0.636801035;2.05;T5.1;
NW_228175_09.03.2012;4;0.54556297;1.614;T5;
NW_228175_14.06.2006;4;0.54556297;1.738;T5;
NW_228175_17.04.2008;4;0.54556297;1.719;T5;
NW_409108_19.04.2012;4;0.667620922;1.719;T5;
NW_409108_27.04.2006;4;0.667620922;1.559;T5;
HE_10365_01.05.2008;4.1;0.645436444;1.87;T5.1;
HE_10365_10.03.2005;4.1;0.645436444;1.85;T5.1;
NW_282601_21.03.2007;4.1;0.973102426;2.163;T5;
NW_442203_11.07.2007;4.13;0.906132861;1.855;T5;
NW_410020_07.05.2012;4.13;0.667620922;1.542;T5;
NW_410020_19.09.2006;4.13;0.667620922;1.556;T5;
NW_414608_14.06.2012;4.13;0.656287746;1.833;T5;
NW_414608_18.09.2006;4.13;0.656287746;1.607;T5;
NW_414608_29.04.2009;4.13;0.656287746;1.826;T5;
HE_10212_01.04.2005;4.16;0.854735354;1.967;T5.1;
NW_685847_24.05.2006;4.16;0.822756686;1.857;T5;
NW_420608_30.05.2005;4.17;0.633891585;1.732;T5;
NW_414554_12.05.2009;4.17;0.656287746;1.766;T5;
NW_414554_14.06.2012;4.17;0.656287746;1.814;T5;
NW_414554_16.05.2006;4.17;0.656287746;1.726;T5;
NW_414402_14.06.2012;4.17;0.656287746;2.043;T5;
NW_414402_17.04.2007;4.17;0.656287746;1.645;T5;
HE_10344_11.04.2011;4.23;0.755569421;2.113;T5.1;
HE_10344_15.03.2005;4.23;0.755569421;2.2;T5.1;
NW_443001_11.07.2007;4.23;0.906132861;1.964;T5;
NW_420104_24.05.2005;4.24;0.633891585;1.595;T5;
NW_444108_28.06.2007;4.29;0.906132861;1.9;T5;
HE_10347_01.05.2008;4.3;0.757911197;1.913;T5.1;
HE_10347_15.03.2005;4.3;0.757911197;2.193;T5.1;
NW_210109_18.04.2005;4.3;0.920170121;1.82;T5;
NW_419953_27.03.2007;4.34;0.868911114;1.644;T5;
HE_10316_04.05.2011;4.37;0.693708754;1.856;T5.1;
HE_10316_16.03.2005;4.37;0.693708754;1.882;T5.1;
NW_439976_20.06.2007;4.37;0.906132861;1.741;T5;
NW_433056_12.06.2008;4.38;0.828025696;2.046;T5;
NW_210201_18.04.2005;4.38;0.920170121;1.782;T5;
NW_210201_28.04.2008;4.38;0.920170121;1.748;T5;
HE_10343_14.03.2005;4.41;0.755569421;1.53;T5.1;
HE_10343_24.04.2008;4.41;0.755569421;1.539;T5.1;
NW_260459_12.03.2012;4.41;0.934119224;1.764;T5;
NW_260459_17.03.2009;4.41;0.934119224;1.858;T5;
HE_10902_03.05.2012;4.43;0.857513962;1.96;T5.1;
HE_10902_10.04.2006;4.43;0.857513962;1.8;T5.1;
NW_303069_02.05.2005;4.43;0.96651416;2.127;T5;
NW_303069_30.04.2008;4.43;0.96651416;2.014;T5;
HE_10148_22.03.2005;4.44;0.875682212;2.3;T5.1;
NW_143807_04.04.2012;4.45;0.900026694;1.75;T5;
NW_143807_08.04.2009;4.45;0.900026694;1.74;T5;
NW_143807_22.06.2007;4.45;0.900026694;1.867;T5;
HE_10339_14.09.2005;4.46;0.768758557;1.545;T5.1;
HE_10339_24.04.2008;4.46;0.768758557;1.545;T5.1;
NW_263692_19.03.2009;4.47;0.869060443;1.897;T5;
NW_263692_21.03.2012;4.47;0.869060443;1.997;T5;
NW_302466_17.04.2007;4.47;0.96651416;2.1;T5;
HE_10317_03.05.2011;4.48;0.712625431;1.95;T5.1;
HE_10317_16.03.2005;4.48;0.712625431;2.123;T5.1;
HE_10317_25.04.2012;4.48;0.712625431;2.035;T5.1;
HE_11256_23.04.2008;4.51;0.637118659;2.1;T5.1;
HE_11255_13.05.2011;4.51;0.637118659;1.835;T5.1;
HE_11255_23.04.2008;4.51;0.637118659;1.65;T5.1;
NW_455350_28.04.2009;4.55;0.885999755;1.787;T5;
NW_519856_27.03.2007;4.56;0.868911114;1.725;T5;
NW_207056_06.04.2009;4.6;0.937682812;1.681;T5;
NW_433100_19.04.2007;4.6;0.828025696;1.886;T5;
HE_10862_12.05.2011;4.61;0.807652196;1.932;T5.1;
HE_10862_20.07.2006;4.61;0.807652196;1.957;T5.1;
NW_432635_13.04.2004;4.61;0.828025696;2.03;T5;
NW_207901_18.10.2005;4.64;0.937682812;1.72;T5;
NW_303380_06.06.2008;4.64;0.96651416;2.087;T5;
NW_303380_07.06.2005;4.64;0.96651416;2.275;T5;
NW_600416_20.05.2008;4.65;0.734176489;1.81;T5;
NW_519303_29.03.2007;4.66;0.868911114;2.02;T5;
NW_505018_13.04.2005;4.69;0.868911114;1.626;T5;
NW_303677_02.05.2005;4.7;0.96651416;2.046;T5;
NW_228199_09.03.2012;4.72;0.54556297;1.8;T5;
NW_228199_14.06.2006;4.72;0.54556297;1.762;T5;
NW_228199_17.04.2008;4.72;0.54556297;1.814;T5;
HE_10234_01.04.2005;4.76;0.988857794;2.06;T5.1;
NW_302156_18.04.2007;4.76;0.571861388;2.375;T5;
NW_412703_02.08.2007;4.76;0.667620922;1.621;T5;
NW_412703_11.06.2012;4.76;0.667620922;1.659;T5;
HE_10315_16.03.2005;4.78;0.693708754;2.12;T5.1;
