SampleID;x1;x2;y;RandomEffect ; 
114;8.8065;9.007462687;0.270016565;4;
126;6.2308;10.96779661;0.283572552;3;
108;10.9189;8.508791209;0.28616766;4;
116;6.431;9.971497585;0.290072302;4;
121;10.6471;12.98823529;0.290707801;4;
67;6.1594;8.375505051;0.291983012;4;
125;7.1974;9.068837209;0.293255301;4;
96;5.9474;10.46666667;0.293688859;4;
120;10.2093;13.70833333;0.29585832;4;
3;3.4545;8.965562914;0.296463628;5;
123;12.46;8.737065217;0.296956227;4;
110;4.9412;10.64032432;0.297332977;2;
119;22.7222;10.26051282;0.297461128;5;
91;4.9206;7.959895833;0.299849362;4;
95;5.7692;10.25714286;0.305944342;3;
27;3.4462;8.447692308;0.31482742;2;
44;4.1803;6.159349593;0.328077243;2;
115;10.087;8.713300493;0.340399641;4;
1;2.5;8.801324503;0.34498666;4;
11;2.5;9.481012658;0.345132755;2;
66;4.0588;8.927586207;0.361392182;4;
40;1.4667;11.59230769;0.367616924;3;
41;1.4667;11.59230769;0.367616924;3;
113;6.0968;11.91111111;0.375430006;4;
129;13.3585;8.761538462;0.387094169;4;
124;8.9487;12.11428571;0.398566095;4;
104;7.2703;9.213114754;0.412792025;4;
90;4.15;9.688888889;0.421975069;3;
5;2.5974;8.061073826;0.424805811;5;
43;5.7;10.40625;0.431505843;4;
18;2.8;9.139423077;0.438311659;5;
80;6.2258;11.90666667;0.445330955;5;
89;3.6512;9.048905109;0.448110235;2;
100;16.8;8.5;0.448770471;2;
112;8.6866;8.878325123;0.455859544;2;
10;2.3125;8.570338983;0.457345794;4;
57;4.8571;9.064754098;0.458432921;4;
31;1.3333;8.403623188;0.463414354;4;
38;5.6829;12.4;0.464091618;4;
14;4.7111;8.645172414;0.475915813;4;
28;4.6176;7.645;0.475935234;3;
106;8.3125;9.553804348;0.485183438;4;
64;1;11.91111111;0.48625985;4;
22;2.6818;8.557692308;0.486945782;2;
51;2.3846;10.74166667;0.489065139;3;
29;2;8.188148148;0.495338147;3;
65;3;10.63636364;0.501995028;5;
50;5.8333;11.45;0.508980804;4;
24;1;9.993617021;0.510324043;4;
117;8.075;8.767156863;0.520761029;2;
2;2.7407;8.84;0.524185237;4;
53;6.5327;8.636363636;0.52576747;2;
26;2.1667;9.654545455;0.526062291;4;
4;5.9855;8.512413793;0.529327064;4;
15;2.2857;8.966025641;0.539601229;2;
93;5.439;9.589893617;0.540087288;4;
55;1.25;8.224390244;0.546919255;3;
56;7.3095;7.862204724;0.562163543;3;
79;2.2778;9.370175439;0.56691675;4;
49;1.75;10.41904762;0.582703757;2;
7;5.2727;8.656953642;0.588008221;4;
81;4.4839;11.4;0.588826163;5;
86;5.25;2.4;0.599487776;5;
98;3.9063;10.44569892;0.600671764;4;
20;4.3333;8.222;0.606522669;2;
60;3.6111;8.80979021;0.619456156;3;
23;1.4;9.433333333;0.63060549;3;
61;2;8.819480519;0.6399909;5;
25;1.5;9.466666667;0.649191689;4;
74;3.6351;9.349404762;0.65315574;5;
71;1.4;11.31666667;0.66775927;5;
70;2.1071;10.58181818;0.696790461;2;
72;1.1111;8.566049383;0.704198026;4;
21;1;8.455844156;0.73554574;2;
78;3;11.31428571;0.76661245;4;
69;1.5833;8.887586207;0.782299263;2;
77;4.0435;8.768823529;0.837280679;3;
